category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Sports,KXNCAAWBGAME-26JAN31ARSTGASO,Arkansas St. at Georgia Southern,KXNCAAWBGAME-26JAN31ARSTGASO-GASO,Georgia Southern,0.46,0.6,0.53,0.56,0.14,1627696.9,1,2026-02-14 19:00:00+00:00,110.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-126,Over 126.5 points scored,0.73,0.8,0.765,0.0,0.07,1620759.41,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-129,Over 129.5 points scored,0.79,0.9,0.845,0.99,0.11,1619945.81,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-130,Over 130.5 points scored,0.75,0.86,0.805,0.0,0.11,1619849.43,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05PHILAL,Philadelphia at Los Angeles L: Total Points,KXNBATOTAL-26FEB05PHILAL-232,Over 232.5 points scored,0.58,0.61,0.595,0.61,0.03,1618593.34,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05IDHOMTST,Idaho at Montana St.: Spread,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST18,Montana St. wins by over 18.5 Points,0.04,0.15,0.095,0.0,0.11,1611447.02,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05SASDAL,San Antonio at Dallas: Total Points,KXNBATOTAL-26FEB05SASDAL-233,Over 233.5 points scored,0.92,0.93,0.925,0.9,0.01,1601026.03,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBATOTAL-26FEB05PHILAL,Philadelphia at Los Angeles L: Total Points,KXNBATOTAL-26FEB05PHILAL-238,Over 238.5 points scored,0.44,0.45,0.445,0.46,0.01,1593486.93,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI28,UC Irvine wins by over 28.5 Points,0.14,0.21,0.175,0.0,0.07,1579585.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Spread,KXNCAAMBSPREAD-26FEB05UCSBUCD-UCD10,UC Davis wins by over 10.5 Points,0.07,0.36,0.215,0.17,0.29,1578150.82,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-UCRV6,UC Riverside wins by over 6.5 Points,0.12,0.2,0.16,0.0,0.08,1577311.98,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF18,Cal State Fullerton wins by over 18.5 Points,0.09,0.16,0.125,0.0,0.07,1574755.32,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05PHILAL,Philadelphia at Los Angeles L: Total Points,KXNBATOTAL-26FEB05PHILAL-229,Over 229.5 points scored,0.64,0.65,0.645,0.65,0.01,1574286.36,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Spread,KXNCAAMBSPREAD-26FEB05JVSTWKU-WKU18,Western Kentucky wins by over 18.5 Points,0.03,0.09,0.06,0.0,0.06,1573297.44,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05MEMUAB,Memphis at UAB: Spread,KXNCAAMBSPREAD-26FEB05MEMUAB-UAB4,UAB wins by over 4.5 Points,0.16,0.2,0.18,0.14,0.04,1570881.99,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-220,Over 220.5 points scored,0.32,0.36,0.34,0.32,0.04,1565256.86,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-162,Over 162.5 points scored,0.73,0.8,0.765,0.0,0.07,1562197.64,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05IDHOMTST,Idaho at Montana St.: Spread,KXNCAAMBSPREAD-26FEB05IDHOMTST-IDHO9,Idaho wins by over 9.5 Points,0.03,0.06,0.045,0.0,0.03,1555392.26,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-211,Over 211.5 points scored,0.53,0.56,0.545,0.56,0.03,1546460.49,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-156,Over 156.5 points scored,0.08,0.19,0.135,0.0,0.11,1528634.3,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-159,Over 159.5 points scored,0.18,0.26,0.22,0.0,0.08,1528400.4,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-160,Over 160.5 points scored,0.11,0.22,0.165,0.0,0.11,1528181.25,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-124,Over 124.5 points scored,0.73,0.84,0.785,0.71,0.11,1523129.12,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-170,Over 170.5 points scored,0.15,0.26,0.205,0.0,0.11,1517107.51,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD21,UC San Diego wins by over 21.5 Points,0.15,0.21,0.18,0.19,0.06,1514783.62,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN13,Cal State Northridge wins by over 13.5 Points,0.15,0.18,0.165,0.18,0.03,1514233.9,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU22,California Baptist wins by over 22.5 Points,0.1,0.18,0.14,0.0,0.08,1514214.24,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05IDHOMTST,Idaho at Montana St.: Total Points,KXNCAAMBTOTAL-26FEB05IDHOMTST-132,Over 132.5 points scored,0.7,0.79,0.745,0.54,0.09,1513508.85,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-192,Over 192.5 points scored,0.14,0.19,0.165,0.14,0.05,1510282.62,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-143,Over 143.5 points scored,0.72,0.77,0.745,0.0,0.05,1509767.88,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05EWUMONT,Eastern Washington at Montana: Spread,KXNCAAMBSPREAD-26FEB05EWUMONT-EWU6,Eastern Washington wins by over 6.5 Points,0.03,0.14,0.085,0.22,0.11,1509228.88,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-136,Over 136.5 points scored,0.75,0.86,0.805,0.0,0.11,1508963.72,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-136,Over 136.5 points scored,0.9,0.99,0.945,0.72,0.09,1504041.28,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05UNCOWEB,Northern Colorado at Weber St.: Spread,KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO13,Northern Colorado wins by over 13.5 Points,0.17,0.25,0.21,0.25,0.08,1496446.72,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05PHILAL,Philadelphia at Los Angeles L: Total Points,KXNBATOTAL-26FEB05PHILAL-226,Over 226.5 points scored,0.68,0.73,0.705,0.67,0.05,1495578.55,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-223,Over 223.5 points scored,0.28,0.31,0.295,0.31,0.03,1493920.51,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-156,Over 156.5 points scored,0.23,0.29,0.26,0.0,0.06,1492273.32,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-189,Over 189.5 points scored,0.23,0.28,0.255,0.22,0.05,1491719.94,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU10,California Baptist wins by over 10.5 Points,0.5,0.52,0.51,0.52,0.02,1490965.35,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-157,Over 157.5 points scored,0.18,0.25,0.215,0.0,0.07,1489674.41,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-153,Over 153.5 points scored,0.13,0.23,0.18,0.0,0.1,1488543.51,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD9,UC San Diego wins by over 9.5 Points,0.55,0.57,0.56,0.57,0.02,1487301.54,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-139,Over 139.5 points scored,0.88,0.99,0.935,0.0,0.11,1485671.32,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAWBGAME-26FEB05LMUSMC,Loyola Marymount at Saint Mary's,KXNCAAWBGAME-26FEB05LMUSMC-SMC,Saint Mary's,0.2,0.43,0.315,0.45,0.23,1482606.54,1,2026-02-20 02:30:00+00:00,238.05
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN1,Cal State Northridge wins by over 1.5 Points,0.5,0.53,0.515,0.5,0.03,1480523.3,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAWBGAME-26FEB05LMUSMC,Loyola Marymount at Saint Mary's,KXNCAAWBGAME-26FEB05LMUSMC-LMU,Loyola Marymount,0.57,0.81,0.69,0.81,0.24,1479549.72,1,2026-02-20 02:30:00+00:00,238.05
Sports,KXNCAAMBSPREAD-26FEB05UNCOWEB,Northern Colorado at Weber St.: Spread,KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB11,Weber St. wins by over 11.5 Points,0.04,0.06,0.05,0.14,0.02,1474579.3,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-IDST20,Idaho St. wins by over 20.5 Points,0.03,0.07,0.05,0.0,0.04,1474204.59,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-167,Over 167.5 points scored,0.21,0.28,0.245,0.0,0.07,1461074.67,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-145,Over 145.5 points scored,0.48,0.5,0.49,0.48,0.02,1460030.39,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-142,Over 142.5 points scored,0.55,0.58,0.565,0.57,0.03,1460028.44,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-155,Over 155.5 points scored,0.5,0.51,0.505,0.5,0.01,1457715.65,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-138,Over 138.5 points scored,0.48,0.51,0.495,0.49,0.03,1455433.0,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-141,Over 141.5 points scored,0.4,0.43,0.415,0.41,0.03,1448763.43,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-133,Over 133.5 points scored,0.69,0.9,0.795,0.0,0.21,1448668.66,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-128,Over 128.5 points scored,0.9,0.99,0.945,0.96,0.09,1448188.61,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-177,Over 177.5 points scored,0.5,0.52,0.51,0.5,0.02,1445855.02,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-144,Over 144.5 points scored,0.55,0.57,0.56,0.57,0.02,1444042.4,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Spread,KXNCAAMBSPREAD-26FEB05JVSTWKU-JVST6,Jacksonville St. wins by over 6.5 Points,0.08,0.17,0.125,0.17,0.09,1443585.5,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UNCOWEB,Northern Colorado at Weber St.: Total Points,KXNCAAMBTOTAL-26FEB05UNCOWEB-147,Over 147.5 points scored,0.8,0.91,0.855,0.77,0.11,1441428.33,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05IDHOMTST,Idaho at Montana St.: Spread,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST15,Montana St. wins by over 15.5 Points,0.14,0.22,0.18,0.37,0.08,1438435.51,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-141,Over 141.5 points scored,0.61,0.64,0.625,0.64,0.03,1436742.5,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05NAUIDST,Northern Arizona at Idaho St.: Spread,KXNCAAMBSPREAD-26FEB05NAUIDST-NAU4,Northern Arizona wins by over 4.5 Points,0.23,0.34,0.285,0.34,0.11,1432784.92,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-147,Over 147.5 points scored,0.46,0.49,0.475,0.49,0.03,1426661.93,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-148,Over 148.5 points scored,0.38,0.44,0.41,0.39,0.06,1426257.19,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-144,Over 144.5 points scored,0.33,0.37,0.35,0.34,0.04,1424644.06,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-174,Over 174.5 points scored,0.56,0.58,0.57,0.58,0.02,1424225.49,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-180,Over 180.5 points scored,0.43,0.45,0.44,0.42,0.02,1423435.39,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-158,Over 158.5 points scored,0.42,0.44,0.43,0.43,0.02,1420089.31,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-152,Over 152.5 points scored,0.55,0.57,0.56,0.57,0.02,1412826.35,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Spread,KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB14,UC Santa Barbara wins by over 14.5 Points,0.03,0.06,0.045,0.0,0.03,1411568.17,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-166,Over 166.5 points scored,0.28,0.36,0.32,0.47,0.08,1406779.74,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-168,Over 168.5 points scored,0.22,0.31,0.265,0.16,0.09,1399101.91,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-127,Over 127.5 points scored,0.67,0.74,0.705,0.66,0.07,1387428.91,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky: Total Points,KXNCAAMBTOTAL-26FEB05JVSTWKU-154,Over 154.5 points scored,0.04,0.15,0.095,0.0,0.11,1385469.36,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-171,Over 171.5 points scored,0.61,0.64,0.625,0.6,0.03,1384466.01,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05IDHOMTST,Idaho at Montana St.: Total Points,KXNCAAMBTOTAL-26FEB05IDHOMTST-162,Over 162.5 points scored,0.02,0.09,0.055,0.02,0.07,1382926.56,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-166,Over 166.5 points scored,0.02,0.11,0.065,0.23,0.09,1382662.56,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF3,Cal State Fullerton wins by over 3.5 Points,0.6,0.62,0.61,0.63,0.02,1382282.79,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI19,UC Irvine wins by over 19.5 Points,0.4,0.43,0.415,0.43,0.03,1382069.95,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05IDHOMTST,Idaho at Montana St.: Total Points,KXNCAAMBTOTAL-26FEB05IDHOMTST-135,Over 135.5 points scored,0.63,0.7,0.665,0.57,0.07,1378699.24,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBGAME-26FEB05EWUMONT,Eastern Washington at Montana,KXNCAAMBGAME-26FEB05EWUMONT-MONT,Montana,0.73,0.74,0.735,0.77,0.01,1378667.32,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05EWUMONT,Eastern Washington at Montana: Spread,KXNCAAMBSPREAD-26FEB05EWUMONT-MONT18,Montana wins by over 18.5 Points,0.03,0.13,0.08,0.0,0.1,1377034.56,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05UNCOWEB,Northern Colorado at Weber St.: Total Points,KXNCAAMBTOTAL-26FEB05UNCOWEB-177,Over 177.5 points scored,0.05,0.16,0.105,0.0,0.11,1375719.07,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBGAME-26FEB05EWUMONT,Eastern Washington at Montana,KXNCAAMBGAME-26FEB05EWUMONT-EWU,Eastern Washington,0.26,0.27,0.265,0.23,0.01,1374396.26,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-158,Over 158.5 points scored,0.13,0.24,0.185,0.0,0.11,1374294.3,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-139,Over 139.5 points scored,0.69,0.77,0.73,0.74,0.08,1374195.26,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI13,UC Irvine wins by over 13.5 Points,0.6,0.66,0.63,0.64,0.06,1373683.66,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-226,Over 226.5 points scored,0.22,0.26,0.24,0.26,0.04,1372754.41,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-163,Over 163.5 points scored,0.06,0.42,0.24,0.0,0.36,1370410.61,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNBATOTAL-26FEB05SASDAL,San Antonio at Dallas: Total Points,KXNBATOTAL-26FEB05SASDAL-236,Over 236.5 points scored,0.88,0.89,0.885,0.89,0.01,1368909.37,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAWBGAME-26FEB01MERETSU,Mercer at East Tennessee St.,KXNCAAWBGAME-26FEB01MERETSU-ETSU,East Tennessee St.,0.64,0.77,0.705,0.61,0.13,1368005.12,1,2026-02-15 21:00:00+00:00,136.55
Sports,KXNBASPREAD-26FEB05SASDAL,San Antonio at Dallas: Spread,KXNBASPREAD-26FEB05SASDAL-SAS17,San Antonio wins by over 17.5 Points,0.3,0.31,0.305,0.25,0.01,1367149.88,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN4,Cal State Northridge wins by over 4.5 Points,0.39,0.42,0.405,0.42,0.03,1366841.29,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF9,Cal State Fullerton wins by over 9.5 Points,0.39,0.4,0.395,0.36,0.01,1364879.18,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAWBGAME-26FEB01MERETSU,Mercer at East Tennessee St.,KXNCAAWBGAME-26FEB01MERETSU-MER,Mercer,0.23,0.34,0.285,0.37,0.11,1363912.8,1,2026-02-15 21:00:00+00:00,136.55
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-161,Over 161.5 points scored,0.35,0.37,0.36,0.35,0.02,1363170.29,1,2026-02-20 03:00:00+00:00,238.55
Sports,KXNCAAMBTOTAL-26FEB05UNCOWEB,Northern Colorado at Weber St.: Total Points,KXNCAAMBTOTAL-26FEB05UNCOWEB-174,Over 174.5 points scored,0.1,0.21,0.155,0.0,0.11,1362530.35,1,2026-02-20 02:00:00+00:00,237.55
Sports,KXNCAAMBTOTAL-26FEB05NAUIDST,Northern Arizona at Idaho St.: Total Points,KXNCAAMBTOTAL-26FEB05NAUIDST-155,Over 155.5 points scored,0.21,0.31,0.26,0.0,0.1,1360922.12,1,2026-02-20 02:00:00+00:00,237.55
