category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,close_time,time_to_close_hours
Sports,KXATPCHALLENGERMATCH-26FEB05LADEL,La Serna vs Dellien,KXATPCHALLENGERMATCH-26FEB05LADEL-LA,Juan Manuel La Serna,0.15,0.16,0.155,0.14,2026-02-19 22:10:00+00:00,233.95
Sports,KXNCAAMBSPREAD-26FEB05ACUVU,Abilene Christian at Utah Valley: Spread,KXNCAAMBSPREAD-26FEB05ACUVU-UVU13,Utah Valley wins by over 13.5 Points,0.56,0.97,0.765,0.79,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-UTA5,Utah wins by over 5.5 Points,0.03,0.41,0.22,0.05,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-TBJGUENTZEL59,Jake Guentzel,0.91,1.0,0.955,0.99,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLTOTAL-26FEB05NSHWSH,Nashville at Washington: Total Points,KXNHLTOTAL-26FEB05NSHWSH-7,Over 7.5 goals scored,0.13,0.35,0.24,0.12,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBATOTAL-26FEB05SASDAL,San Antonio at Dallas: Total Points,KXNBATOTAL-26FEB05SASDAL-233,Over 233.5 points scored,0.92,0.93,0.925,0.9,2026-02-20 01:30:00+00:00,237.28
Sports,KXATPMATCH-26FEB06MANGEA,Mannarino vs Gea,KXATPMATCH-26FEB06MANGEA-GEA,Arthur Gea,0.58,0.59,0.585,0.6,2026-02-20 11:30:00+00:00,247.28
Sports,KXNBATOTAL-26FEB05CHAHOU,Charlotte at Houston: Total Points,KXNBATOTAL-26FEB05CHAHOU-214,Over 214.5 points scored,0.82,0.96,0.89,0.96,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-TOR20,Toronto wins by over 20.5 Points,0.06,0.4,0.23,0.05,2026-02-20 00:30:00+00:00,236.28
Sports,KXNHLTOTAL-26FEB05PITBUF,Pittsburgh at Buffalo: Total Points,KXNHLTOTAL-26FEB05PITBUF-7,Over 7.5 goals scored,0.02,0.05,0.035,0.05,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBGAME-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky,KXNCAAMBGAME-26FEB05JVSTWKU-JVST,Jacksonville St.,0.34,0.35,0.345,0.36,2026-02-20 02:00:00+00:00,237.78
Sports,KXEPLGAME-26FEB06LEENFO,Leeds United vs Nottingham,KXEPLGAME-26FEB06LEENFO-LEE,Leeds United,0.43,0.44,0.435,0.44,2026-02-20 20:00:00+00:00,255.78
Sports,KXNCAAMBTOTAL-26FEB05UTAUTU,UT Arlington at Utah Tech: Total Points,KXNCAAMBTOTAL-26FEB05UTAUTU-139,Over 139.5 points scored,0.48,0.53,0.505,0.54,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-154,Over 154.5 points scored,0.63,0.68,0.655,0.67,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBGAME-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine,KXNCAAMBGAME-26FEB05CSBUCI-UCI,UC Irvine,0.93,0.94,0.935,0.94,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAWBGAME-26FEB01MERETSU,Mercer at East Tennessee St.,KXNCAAWBGAME-26FEB01MERETSU-ETSU,East Tennessee St.,0.64,0.77,0.705,0.61,2026-02-15 21:00:00+00:00,136.78
Sports,KXNCAAMBGAME-26FEB05CSNCP,Cal State Northridge at Cal Poly,KXNCAAMBGAME-26FEB05CSNCP-CSN,Cal State Northridge,0.56,0.57,0.565,0.57,2026-02-20 03:00:00+00:00,238.78
Sports,KXSCOTTISHPREMGAME-26FEB04DUNMOT,Dundee FC vs Motherwell,KXSCOTTISHPREMGAME-26FEB04DUNMOT-MOT,Motherwell,0.42,0.5,0.46,0.49,2026-02-18 19:45:00+00:00,207.53
Sports,KXNCAAMBGAME-26FEB05NAUIDST,Northern Arizona at Idaho St.,KXNCAAMBGAME-26FEB05NAUIDST-NAU,Northern Arizona,0.49,0.51,0.5,0.5,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAWBGAME-26FEB05LSUTEX,LSU at Texas,KXNCAAWBGAME-26FEB05LSUTEX-TEX,Texas,0.54,0.56,0.55,0.56,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-LMAR,Lauri Markkanen,0.02,0.5,0.26,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNCAAMBGAME-26FEB05USIUTM,Southern Indiana at Tennessee-Martin,KXNCAAMBGAME-26FEB05USIUTM-USI,Southern Indiana,0.02,0.03,0.025,0.03,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBGAME-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.,KXNCAAMBGAME-26FEB05MORESEMO-SEMO,Southeast Missouri St.,0.97,0.98,0.975,0.98,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Spread,KXNCAAMBSPREAD-26FEB05USIUTM-UTM11,Tennessee-Martin wins by over 11.5 Points,0.56,0.97,0.765,0.91,2026-02-20 01:30:00+00:00,237.28
Sports,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS,Portsmouth vs Ipswich,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,Ipswich,0.51,0.53,0.52,0.51,2026-02-17 19:45:00+00:00,183.53
Sports,KXNBASPREAD-26FEB05CHAHOU,Charlotte at Houston: Spread,KXNBASPREAD-26FEB05CHAHOU-HOU9,Houston wins by over 9.5 Points,0.01,0.04,0.025,0.03,2026-02-20 01:00:00+00:00,236.78
Sports,KXLALIGAGAME-26FEB06RCCOSA,Celta Vigo vs Osasuna,KXLALIGAGAME-26FEB06RCCOSA-RCC,Celta Vigo,0.49,0.5,0.495,0.5,2026-02-20 20:00:00+00:00,255.78
Sports,KXNCAAMBSPREAD-26FEB05NEOMUND,Omaha at North Dakota: Spread,KXNCAAMBSPREAD-26FEB05NEOMUND-UND1,North Dakota wins by over 1.5 Points,0.16,0.27,0.215,0.47,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLSPREAD-26FEB05PITBUF,Pittsburgh at Buffalo: Spread,KXNHLSPREAD-26FEB05PITBUF-PIT2,Pittsburgh wins by over 2.5 goals,0.12,0.61,0.365,0.1,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBATOTAL-26FEB05SASDAL,San Antonio at Dallas: Total Points,KXNBATOTAL-26FEB05SASDAL-236,Over 236.5 points scored,0.88,0.89,0.885,0.89,2026-02-20 01:30:00+00:00,237.28
Sports,KXATPCHALLENGERMATCH-26FEB05LADEL,La Serna vs Dellien,KXATPCHALLENGERMATCH-26FEB05LADEL-DEL,Hugo Dellien,0.84,0.85,0.845,0.87,2026-02-19 22:10:00+00:00,233.95
Sports,KXNCAAMBTOTAL-26FEB05EIUTNST,Eastern Illinois at Tennessee St.: Total Points,KXNCAAMBTOTAL-26FEB05EIUTNST-139,Over 139.5 points scored,0.5,0.55,0.525,0.62,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU10,California Baptist wins by over 10.5 Points,0.5,0.52,0.51,0.52,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBATOTAL-26FEB05CHAHOU,Charlotte at Houston: Total Points,KXNBATOTAL-26FEB05CHAHOU-232,Over 232.5 points scored,0.19,0.2,0.195,0.34,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05OSUMD,Ohio St. at Maryland: Spread,KXNCAAMBSPREAD-26FEB05OSUMD-OSU10,Ohio St. wins by over 10.5 Points,0.56,0.61,0.585,0.59,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05ELONHAMP,Elon at Hampton: Spread,KXNCAAMBSPREAD-26FEB05ELONHAMP-ELON4,Elon wins by over 4.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-PBAN,Paolo Banchero,0.02,1.0,0.51,0.15,2026-02-17 15:00:00+00:00,178.78
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN1,Cal State Northridge wins by over 1.5 Points,0.5,0.53,0.515,0.5,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF6,Cal State Fullerton wins by over 6.5 Points,0.49,0.51,0.5,0.51,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASPREAD-26FEB05CHITOR,Chicago at Toronto: Spread,KXNBASPREAD-26FEB05CHITOR-CHI1,Chicago wins by over 1.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:30:00+00:00,236.28
Sports,KXNBASPREAD-26FEB05SASDAL,San Antonio at Dallas: Spread,KXNBASPREAD-26FEB05SASDAL-SAS2,San Antonio wins by over 2.5 Points,0.86,0.87,0.865,0.86,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-SAM13,Samford wins by over 13.5 Points,0.03,0.15,0.09,0.32,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-KGEO,Keyonte George,0.0,0.19,0.01,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNBASPREAD-26FEB05CHAHOU,Charlotte at Houston: Spread,KXNBASPREAD-26FEB05CHAHOU-HOU12,Houston wins by over 12.5 Points,0.01,0.39,0.2,0.03,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBGAME-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton,KXNCAAMBGAME-26FEB05UCRVCSF-CSF,Cal State Fullerton,0.7,0.71,0.705,0.71,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBGAME-26FEB05JVSTWKU,Jacksonville St. at Western Kentucky,KXNCAAMBGAME-26FEB05JVSTWKU-WKU,Western Kentucky,0.64,0.65,0.645,0.65,2026-02-20 02:00:00+00:00,237.78
Sports,KXALEAGUEGAME-26FEB06WPHVIC,Wellington vs Melbourne Victory,KXALEAGUEGAME-26FEB06WPHVIC-VIC,Melbourne Victory,0.51,0.52,0.515,0.52,2026-02-20 06:00:00+00:00,241.78
Sports,KXNCAAMBGAME-26FEB05NAUIDST,Northern Arizona at Idaho St.,KXNCAAMBGAME-26FEB05NAUIDST-IDST,Idaho St.,0.48,0.49,0.485,0.49,2026-02-20 02:00:00+00:00,237.78
Sports,KXNHLSPREAD-26FEB05PITBUF,Pittsburgh at Buffalo: Spread,KXNHLSPREAD-26FEB05PITBUF-PIT1,Pittsburgh wins by over 1.5 goals,0.8,0.81,0.805,0.8,2026-02-20 00:00:00+00:00,235.78
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-177,Over 177.5 points scored,0.5,0.52,0.51,0.5,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBGAME-26FEB05UTAUTU,UT Arlington at Utah Tech,KXNCAAMBGAME-26FEB05UTAUTU-UTU,Utah Tech,0.48,0.49,0.485,0.48,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBGAME-26FEB05TARLCBU,Tarleton St. at California Baptist,KXNCAAMBGAME-26FEB05TARLCBU-CBU,California Baptist,0.85,0.86,0.855,0.85,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05MEMUAB,Memphis at UAB: Spread,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM5,Memphis wins by over 5.5 Points,0.42,0.45,0.435,0.45,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-234,Over 234.5 points scored,0.88,0.97,0.925,0.88,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-136,Over 136.5 points scored,0.97,1.0,0.985,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-151,Over 151.5 points scored,0.34,0.42,0.38,0.43,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-130,Over 130.5 points scored,0.29,0.51,0.4,0.42,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05USIUTM,Southern Indiana at Tennessee-Martin: Total Points,KXNCAAMBTOTAL-26FEB05USIUTM-133,Over 133.5 points scored,0.22,0.25,0.235,0.26,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-BADE,Bam Adebayo,0.0,0.43,0.1,0.1,2026-02-17 15:00:00+00:00,178.78
Sports,KXNCAAWBGAME-26FEB05FSUNCST,Florida St. at North Carolina St.,KXNCAAWBGAME-26FEB05FSUNCST-FSU,Florida St.,0.0,0.01,0.01,0.01,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBGAME-26FEB05LBSUUCSD,Long Beach St. at UC San Diego,KXNCAAMBGAME-26FEB05LBSUUCSD-UCSD,UC San Diego,0.84,0.85,0.845,0.85,2026-02-20 03:00:00+00:00,238.78
Sports,KXATPCHALLENGERMATCH-26FEB05HEWSWE,Hewitt vs Sweeny,KXATPCHALLENGERMATCH-26FEB05HEWSWE-HEW,Cruz Hewitt,0.16,0.18,0.17,0.18,2026-02-20 02:10:00+00:00,237.95
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-148,Over 148.5 points scored,0.26,0.32,0.29,0.37,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBASPREAD-26FEB05GSWPHX,Golden State at Phoenix: Spread,KXNBASPREAD-26FEB05GSWPHX-PHX15,Phoenix wins by over 15.5 Points,0.21,0.23,0.22,0.24,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-133,Over 133.5 points scored,0.99,1.0,0.995,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-BING,Brandon Ingram,0.01,0.43,0.22,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNCAAMBSPREAD-26FEB05EIUTNST,Eastern Illinois at Tennessee St.: Spread,KXNCAAMBSPREAD-26FEB05EIUTNST-TNST10,Tennessee St. wins by over 10.5 Points,0.22,0.23,0.225,0.23,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-217,Over 217.5 points scored,0.39,0.42,0.405,0.42,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBGAME-26FEB06LCHIDAV,Loyola Chicago at Davidson,KXNCAAMBGAME-26FEB06LCHIDAV-DAV,Davidson,0.86,0.87,0.865,0.87,2026-02-20 23:00:00+00:00,258.78
Sports,KXNCAAMBSPREAD-26FEB05MORESEMO,Morehead St. at Southeast Missouri St.: Spread,KXNCAAMBSPREAD-26FEB05MORESEMO-SEMO8,Southeast Missouri St. wins by over 8.5 Points,0.73,0.85,0.79,0.73,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-JRAN,Julius Randle,0.02,1.0,0.51,0.02,2026-02-17 15:00:00+00:00,178.78
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASVWEMBANYAMA1-25,Victor Wembanyama: 25+,0.6,0.95,0.775,0.82,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBASPREAD-26FEB05SASDAL,San Antonio at Dallas: Spread,KXNBASPREAD-26FEB05SASDAL-SAS14,San Antonio wins by over 14.5 Points,0.41,0.42,0.415,0.41,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05MEMUAB,Memphis at UAB: Spread,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM8,Memphis wins by over 8.5 Points,0.29,0.31,0.3,0.31,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05UCSBUCD,UC Santa Barbara at UC Davis: Total Points,KXNCAAMBTOTAL-26FEB05UCSBUCD-148,Over 148.5 points scored,0.54,0.59,0.565,0.53,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBATOTAL-26FEB05CHAHOU,Charlotte at Houston: Total Points,KXNBATOTAL-26FEB05CHAHOU-205,Over 205.5 points scored,0.98,0.99,0.985,0.99,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-LBAL,LaMelo Ball,0.0,0.81,0.01,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-ATL19,Atlanta wins by over 19.5 Points,0.0,0.01,0.01,0.01,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF3,Cal State Fullerton wins by over 3.5 Points,0.6,0.62,0.61,0.63,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBATOTAL-26FEB05UTAATL,Utah at Atlanta: Total Points,KXNBATOTAL-26FEB05UTAATL-225,Over 225.5 points scored,0.99,1.0,0.995,0.99,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAWBGAME-26FEB05SHSUNMSU,Sam Houston at New Mexico St.,KXNCAAWBGAME-26FEB05SHSUNMSU-NMSU,New Mexico St.,0.94,0.97,0.955,0.97,2026-02-20 01:00:00+00:00,236.78
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASVWEMBANYAMA1-12,Victor Wembanyama: 12+,0.0,0.98,0.55,0.55,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBGAME-26FEB05WIUTNTC,Western Illinois at Tennessee Tech,KXNCAAMBGAME-26FEB05WIUTNTC-WIU,Western Illinois,0.02,0.03,0.025,0.02,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-8,Cooper Flagg: 8+,0.0,0.98,0.45,0.45,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-144,Over 144.5 points scored,0.55,0.57,0.56,0.57,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-154,Over 154.5 points scored,0.31,0.35,0.33,0.36,2026-02-20 02:00:00+00:00,237.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-EMOB,Evan Mobley,0.0,0.12,0.01,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNCAAMBTOTAL-26FEB05ACUVU,Abilene Christian at Utah Valley: Total Points,KXNCAAMBTOTAL-26FEB05ACUVU-137,Over 137.5 points scored,0.04,0.07,0.055,0.09,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBTOTAL-26FEB05OSUMD,Ohio St. at Maryland: Total Points,KXNCAAMBTOTAL-26FEB05OSUMD-148,Over 148.5 points scored,0.54,0.58,0.56,0.54,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBSPREAD-26FEB05MEMUAB,Memphis at UAB: Spread,KXNCAAMBSPREAD-26FEB05MEMUAB-UAB4,UAB wins by over 4.5 Points,0.16,0.2,0.18,0.14,2026-02-20 02:00:00+00:00,237.78
Sports,KXSAUDIPLGAME-26FEB06ITTDAM,Al-Ittifaq vs Damac,KXSAUDIPLGAME-26FEB06ITTDAM-ITT,Al-Ittifaq,0.57,0.58,0.575,0.59,2026-02-20 15:00:00+00:00,250.78
Sports,KXCS2MAP-26FEB01NRGMOUZ-1,IEM Krakow 2026: NRG vs. MOUZ Map 1,KXCS2MAP-26FEB01NRGMOUZ-1-NRG,NRG,0.0,0.06,0.06,0.06,2026-02-15 13:00:00+00:00,128.78
Sports,KXNCAAMBTOTAL-26FEB05EIUTNST,Eastern Illinois at Tennessee St.: Total Points,KXNCAAMBTOTAL-26FEB05EIUTNST-136,Over 136.5 points scored,0.61,0.66,0.635,0.59,2026-02-20 01:30:00+00:00,237.28
Sports,KXNBASPREAD-26FEB05UTAATL,Utah at Atlanta: Spread,KXNBASPREAD-26FEB05UTAATL-ATL16,Atlanta wins by over 16.5 Points,0.01,0.05,0.03,0.01,2026-02-20 00:30:00+00:00,236.28
Sports,KXNCAAWBGAME-26FEB05SHSUNMSU,Sam Houston at New Mexico St.,KXNCAAWBGAME-26FEB05SHSUNMSU-SHSU,Sam Houston,0.03,0.07,0.05,0.03,2026-02-20 01:00:00+00:00,236.78
Sports,KXCS2MAP-26FEB01NRGMOUZ-2,IEM Krakow 2026: NRG vs. MOUZ Map 2,KXCS2MAP-26FEB01NRGMOUZ-2-NRG,NRG,0.0,0.1,0.15,0.15,2026-02-15 13:00:00+00:00,128.78
Sports,KXBUNDESLIGAGAME-26FEB06UNISGE,Union Berlin vs Frankfurt,KXBUNDESLIGAGAME-26FEB06UNISGE-SGE,Frankfurt,0.27,0.28,0.275,0.28,2026-02-20 19:30:00+00:00,255.28
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-SAM7,Samford wins by over 7.5 Points,0.22,0.87,0.545,0.78,2026-02-20 01:00:00+00:00,236.78
Sports,KXNHLSPREAD-26FEB05NSHWSH,Nashville at Washington: Spread,KXNHLSPREAD-26FEB05NSHWSH-WSH1,Washington wins by over 1.5 goals,0.82,0.93,0.875,0.81,2026-02-20 00:00:00+00:00,235.78
Sports,KXNBATOTAL-26FEB05GSWPHX,Golden State at Phoenix: Total Points,KXNBATOTAL-26FEB05GSWPHX-208,Over 208.5 points scored,0.61,0.63,0.62,0.63,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBAALLSTARS-26,Pro Basketball All Stars?,KXNBAALLSTARS-26-JBUT,Jimmy Butler,0.0,0.01,0.01,0.01,2026-02-17 15:00:00+00:00,178.78
Sports,KXNBA3D-26FEB05PHILAL,Philadelphia at Los Angeles L: Triple Doubles,KXNBA3D-26FEB05PHILAL-LALLDONCIC77,Luka Dončić,0.2,0.22,0.21,0.22,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASPREAD-26FEB05SASDAL,San Antonio at Dallas: Spread,KXNBASPREAD-26FEB05SASDAL-DAL1,Dallas wins by over 1.5 Points,0.09,0.11,0.1,0.11,2026-02-20 01:30:00+00:00,237.28
Sports,KXCS2GAME-26FEB06FURIAAUR,IEM Krakow 2026: FURIA vs. Aurora Gaming,KXCS2GAME-26FEB06FURIAAUR-AUR,Aurora Gaming,0.34,0.37,0.355,0.37,2026-02-20 14:45:00+00:00,250.53
Sports,KXNCAAMBGAME-26FEB05WIUTNTC,Western Illinois at Tennessee Tech,KXNCAAMBGAME-26FEB05WIUTNTC-TNTC,Tennessee Tech,0.97,0.98,0.975,0.98,2026-02-20 01:30:00+00:00,237.28
Sports,KXNCAAMBTOTAL-26FEB05EWUMONT,Eastern Washington at Montana: Total Points,KXNCAAMBTOTAL-26FEB05EWUMONT-148,Over 148.5 points scored,0.43,0.52,0.475,0.48,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBGAME-26FEB05TARLCBU,Tarleton St. at California Baptist,KXNCAAMBGAME-26FEB05TARLCBU-TARL,Tarleton St.,0.15,0.16,0.155,0.16,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLTOTAL-26FEB05LAVGK,Los Angeles at Vegas: Total Points,KXNHLTOTAL-26FEB05LAVGK-6,Over 6.5 goals scored,0.4,0.41,0.405,0.42,2026-02-20 03:00:00+00:00,238.78
Sports,KXCS2MAP-26FEB01NRGMOUZ-2,IEM Krakow 2026: NRG vs. MOUZ Map 2,KXCS2MAP-26FEB01NRGMOUZ-2-MOUZ,MOUZ,0.91,1.0,0.955,0.91,2026-02-15 13:00:00+00:00,128.78
Sports,KXATPMATCH-26FEB06MANGEA,Mannarino vs Gea,KXATPMATCH-26FEB06MANGEA-MAN,Adrian Mannarino,0.41,0.42,0.415,0.42,2026-02-20 11:30:00+00:00,247.28
Sports,KXNCAAMBTOTAL-26FEB05MEMUAB,Memphis at UAB: Total Points,KXNCAAMBTOTAL-26FEB05MEMUAB-160,Over 160.5 points scored,0.48,0.51,0.495,0.53,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-139,Over 139.5 points scored,0.9,0.99,0.945,0.96,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBSPREAD-26FEB05CITSAM,The Citadel at Samford: Spread,KXNCAAMBSPREAD-26FEB05CITSAM-SAM10,Samford wins by over 10.5 Points,0.35,0.82,0.585,0.6,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAWBGAME-26FEB05MISSALA,Ole Miss at Alabama,KXNCAAWBGAME-26FEB05MISSALA-ALA,Alabama,0.38,0.4,0.39,0.4,2026-02-20 02:00:00+00:00,237.78
Sports,KXNCAAMBTOTAL-26FEB05CITSAM,The Citadel at Samford: Total Points,KXNCAAMBTOTAL-26FEB05CITSAM-151,Over 151.5 points scored,0.03,0.19,0.11,0.13,2026-02-20 01:00:00+00:00,236.78
Sports,KXNCAAMBGAME-26JAN29SFPACHS,St. Francis (PA) at Chicago St.,KXNCAAMBGAME-26JAN29SFPACHS-SFPA,St. Francis (PA),0.43,0.49,0.46,0.49,2026-02-13 00:00:00+00:00,67.78
Sports,KXCS2GAME-26FEB06MOUZG2,IEM Krakow 2026: MOUZ vs. G2,KXCS2GAME-26FEB06MOUZG2-MOUZ,MOUZ,0.61,0.62,0.615,0.62,2026-02-20 18:00:00+00:00,253.78
